fare_pkr,trip_duration_min,driver_rating,surge_multiplier,hour,day_of_week,month,quarter,is_weekend,is_holiday,hour_sin,hour_cos,month_sin,month_cos,city_Karachi,city_Lahore,city_Peshawar,city_Quetta,vehicle_type_SUV,vehicle_type_Sedan,vehicle_type_Van,weather_Foggy,weather_Rainy,weather_Unknown,weather_Windy,effective_fare,fare_per_min,is_peak_hour,is_night_ride,is_high_surge,fare_efficiency
430.58,33.0,4.5,2.0,18,5,4,2,1,0,-1.0,-0.0,0.866025,-0.5,1,0,0,0,0,0,0,1,0,0,0,861.16,13.0479,1,0,1,215.29
137.47,21.6,3.8,1.0,0,6,4,2,1,0,0.0,1.0,0.866025,-0.5,1,0,0,0,1,0,0,0,0,0,0,137.47,6.3644,0,1,0,137.47
348.67,11.6,3.8,1.0,6,6,4,2,1,0,1.0,0.0,0.866025,-0.5,0,1,0,0,0,0,1,0,0,0,0,348.67,30.0578,0,0,0,348.67
272.75,6.4,4.4,1.0,12,6,4,2,1,0,0.0,-1.0,0.866025,-0.5,0,0,0,0,0,0,0,0,1,0,0,272.75,42.6172,0,0,0,272.75
688.82,43.2,4.7,1.0,18,6,4,2,1,0,-1.0,-0.0,0.866025,-0.5,0,0,1,0,0,1,0,0,0,0,0,688.82,15.9449,1,0,0,688.82
475.24,26.5,4.8,1.0,0,0,4,2,0,0,0.0,1.0,0.866025,-0.5,0,0,0,1,0,0,0,0,1,0,0,475.24,17.9336,0,1,0,475.24
641.93,17.5,4.3,1.5,6,0,4,2,0,0,1.0,0.0,0.866025,-0.5,0,0,0,1,0,1,0,0,0,0,0,962.9,36.6817,0,0,0,427.9533333333333
763.94,20.7,4.0,1.5,12,0,4,2,0,0,0.0,-1.0,0.866025,-0.5,0,0,1,0,0,1,0,0,0,0,0,1145.91,36.9053,0,0,0,509.29333333333335
333.68,2.1,4.4,1.0,18,0,4,2,0,0,-1.0,-0.0,0.866025,-0.5,0,1,0,0,0,0,1,0,0,0,1,333.68,158.8952,1,0,0,333.68
465.09,14.1,4.3,1.0,0,1,4,2,0,0,0.0,1.0,0.866025,-0.5,0,0,0,1,0,1,0,0,0,0,0,465.09,32.9851,0,1,0,465.09
235.79,4.7,4.4,1.2,6,1,4,2,0,0,1.0,0.0,0.866025,-0.5,0,0,0,0,0,0,0,0,0,0,1,282.95,50.1681,0,0,0,196.49166666666667
528.12,5.1,4.9,1.0,12,1,4,2,0,0,0.0,-1.0,0.866025,-0.5,0,1,0,0,0,0,0,0,0,0,1,528.12,103.5529,0,0,0,528.12
566.35,23.8,3.8,1.0,18,1,4,2,0,0,-1.0,-0.0,0.866025,-0.5,0,0,0,0,0,0,0,0,0,1,0,566.35,23.7962,1,0,0,566.35
510.3,53.3,4.0,1.0,0,2,4,2,0,0,0.0,1.0,0.866025,-0.5,1,0,0,0,0,0,0,0,1,0,0,510.3,9.5741,0,1,0,510.3
333.48,11.4,4.8,1.0,6,2,4,2,0,0,1.0,0.0,0.866025,-0.5,0,1,0,0,0,0,0,0,1,0,0,333.48,29.2526,0,0,0,333.48
990.72,5.1,3.6,1.0,12,2,4,2,0,0,0.0,-1.0,0.866025,-0.5,0,0,0,1,1,0,0,1,0,0,0,990.72,194.2588,0,0,0,990.72
443.1,23.0,4.0,1.2,18,2,4,2,0,0,-1.0,-0.0,0.866025,-0.5,0,1,0,0,0,1,0,0,0,0,0,531.72,19.2652,1,0,0,369.25000000000006
1518.01,45.1,3.9,1.2,0,3,4,2,0,0,0.0,1.0,0.866025,-0.5,0,1,0,0,0,1,0,0,0,0,0,1821.61,33.6588,0,1,0,1265.0083333333334
236.58,30.4,3.5,1.0,6,3,4,2,0,0,1.0,0.0,0.866025,-0.5,0,1,0,0,0,0,0,0,1,0,0,236.58,7.7822,0,0,0,236.58
592.83,44.7,4.2,1.0,12,3,4,2,0,0,0.0,-1.0,0.866025,-0.5,0,1,0,0,1,0,0,0,0,0,0,592.83,13.2624,0,0,0,592.83
698.86,16.9,4.7,1.5,18,3,4,2,0,0,-1.0,-0.0,0.866025,-0.5,0,0,0,0,1,0,0,0,0,0,0,1048.29,41.3527,1,0,0,465.9066666666667
239.22,30.7,4.4,1.0,0,4,4,2,0,0,0.0,1.0,0.866025,-0.5,1,0,0,0,0,0,0,0,0,0,0,239.22,7.7922,0,1,0,239.22
383.56,3.3,4.7,1.5,6,4,4,2,0,0,1.0,0.0,0.866025,-0.5,0,0,1,0,1,0,0,0,1,0,0,575.34,116.2303,0,0,0,255.70666666666668
190.62,9.4,4.9,1.0,12,4,4,2,0,0,0.0,-1.0,0.866025,-0.5,0,1,0,0,0,1,0,1,0,0,0,190.62,20.2787,0,0,0,190.62
778.22,10.9,4.3,1.0,18,4,4,2,0,0,-1.0,-0.0,0.866025,-0.5,0,0,0,1,0,0,0,0,0,0,0,778.22,71.3963,1,0,0,778.22
416.98,15.8,5.0,1.0,0,5,4,2,1,0,0.0,1.0,0.866025,-0.5,0,1,0,0,0,1,0,0,0,0,1,416.98,26.3911,0,1,0,416.98
273.42,58.2,4.1,1.5,6,5,4,2,1,0,1.0,0.0,0.866025,-0.5,0,0,0,1,0,1,0,0,1,0,0,410.13,4.6979,0,0,0,182.28
703.29,45.6,4.2,1.0,12,5,4,2,1,0,0.0,-1.0,0.866025,-0.5,0,0,0,0,0,0,0,1,0,0,0,703.29,15.423,0,0,0,703.29
436.95,3.2,3.9,1.0,18,5,4,2,1,0,-1.0,-0.0,0.866025,-0.5,0,0,0,1,0,0,1,0,1,0,0,436.95,136.5469,1,0,0,436.95
656.41,4.2,4.6,1.0,0,6,4,2,1,0,0.0,1.0,0.866025,-0.5,0,0,1,0,1,0,0,0,1,0,0,656.41,156.2881,0,1,0,656.41
544.77,9.7,4.2,1.5,6,6,4,2,1,0,1.0,0.0,0.866025,-0.5,1,0,0,0,0,1,0,0,0,0,0,817.16,56.1619,0,0,0,363.18
253.3,7.6,4.3,2.0,12,6,4,2,1,0,0.0,-1.0,0.866025,-0.5,0,0,0,1,0,1,0,1,0,0,0,506.6,33.3289,0,0,1,126.65
327.49,21.0,4.2,2.0,18,6,4,2,1,0,-1.0,-0.0,0.866025,-0.5,0,0,0,1,0,1,0,0,0,0,0,654.98,15.5948,1,0,1,163.745
277.59,51.3,4.2,2.0,0,0,5,2,0,1,0.0,1.0,0.5,-0.866025,1,0,0,0,0,1,0,1,0,0,0,555.18,5.4111,0,1,1,138.795
227.51,72.1,4.4,1.0,6,0,5,2,0,1,1.0,0.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,1,227.51,3.1555,0,0,0,227.51
162.03,23.3,4.1,1.0,12,0,5,2,0,1,0.0,-1.0,0.5,-0.866025,0,1,0,0,0,0,0,0,0,0,0,162.03,6.9541,0,0,0,162.03
1087.6,40.1,4.1,1.0,18,0,5,2,0,1,-1.0,-0.0,0.5,-0.866025,0,0,0,1,0,1,0,0,0,0,0,1087.6,27.1222,1,0,0,1087.6
505.61,16.4,4.8,1.0,0,1,5,2,0,0,0.0,1.0,0.5,-0.866025,1,0,0,0,1,0,0,0,1,0,0,505.61,30.8299,0,1,0,505.61
543.07,5.1,4.2,1.5,6,1,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,0,0,0,1,0,0,0,0,0,814.6,106.4843,0,0,0,362.0466666666667
741.68,16.4,4.5,1.5,12,1,5,2,0,0,0.0,-1.0,0.5,-0.866025,1,0,0,0,0,0,0,1,0,0,0,1112.52,45.2244,0,0,0,494.4533333333333
325.73,17.8,3.9,1.0,18,1,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,0,0,1,0,0,0,0,0,0,325.73,18.2994,1,0,0,325.73
198.89,29.8,4.1,1.2,0,2,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,1,0,0,0,0,0,0,0,0,238.67,6.6742,0,1,0,165.74166666666667
628.25,5.5,3.7,1.5,6,2,5,2,0,0,1.0,0.0,0.5,-0.866025,0,1,0,0,0,0,0,0,0,0,1,942.38,114.2273,0,0,0,418.8333333333333
217.89,10.1,5.0,1.0,12,2,5,2,0,0,0.0,-1.0,0.5,-0.866025,1,0,0,0,0,0,0,0,1,0,0,217.89,21.5733,0,0,0,217.89
620.93,10.0,5.0,1.0,18,2,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,0,1,0,0,0,1,0,0,0,620.93,62.093,1,0,0,620.93
181.22,70.5,4.6,1.0,0,3,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,1,0,1,0,0,0,0,0,0,181.22,2.5705,0,1,0,181.22
208.95,12.9,5.0,1.0,6,3,5,2,0,0,1.0,0.0,0.5,-0.866025,1,0,0,0,0,1,0,0,1,0,0,208.95,16.1977,0,0,0,208.95
308.52,31.0,4.7,1.0,12,3,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,0,1,0,0,0,0,1,0,0,308.52,9.9523,0,0,0,308.52
609.48,30.6,4.2,1.0,18,3,5,2,0,0,-1.0,-0.0,0.5,-0.866025,1,0,0,0,1,0,0,0,1,0,0,609.48,19.9176,1,0,0,609.48
926.63,6.8,4.5,1.0,0,4,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,0,0,1,0,0,0,1,0,0,926.63,136.2691,0,1,0,926.63
542.63,18.7,5.0,2.0,6,4,5,2,0,0,1.0,0.0,0.5,-0.866025,1,0,0,0,1,0,0,0,1,0,0,1085.26,29.0176,0,0,1,271.315
315.08,49.4,3.9,1.0,12,4,5,2,0,0,0.0,-1.0,0.5,-0.866025,1,0,0,0,0,0,0,0,0,0,0,315.08,6.3781,0,0,0,315.08
684.1,14.2,3.7,1.0,18,4,5,2,0,0,-1.0,-0.0,0.5,-0.866025,1,0,0,0,0,1,0,0,0,0,0,684.1,48.1761,1,0,0,684.1
177.98,63.9,4.5,2.0,0,5,5,2,1,0,0.0,1.0,0.5,-0.866025,0,0,1,0,0,0,1,0,1,0,0,355.96,2.7853,0,1,1,88.99
260.94,5.3,4.0,1.0,6,5,5,2,1,0,1.0,0.0,0.5,-0.866025,1,0,0,0,1,0,0,0,0,0,0,260.94,49.234,0,0,0,260.94
458.54,1.7,3.2,1.0,12,5,5,2,1,0,0.0,-1.0,0.5,-0.866025,0,0,0,1,0,0,0,0,1,0,0,458.54,269.7294,0,0,0,458.54
638.41,48.9,3.7,1.5,18,5,5,2,1,0,-1.0,-0.0,0.5,-0.866025,0,0,0,0,0,0,0,0,0,0,0,957.62,13.0554,1,0,0,425.6066666666666
393.77,41.4,4.1,1.0,0,6,5,2,1,0,0.0,1.0,0.5,-0.866025,0,0,0,0,0,1,0,0,1,0,0,393.77,9.5114,0,1,0,393.77
371.99,107.9,4.3,1.2,6,6,5,2,1,0,1.0,0.0,0.5,-0.866025,1,0,0,0,0,0,1,0,1,0,0,446.39,3.4475,0,0,0,309.9916666666667
383.49,25.0,4.3,1.0,12,6,5,2,1,0,0.0,-1.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,0,383.49,15.3396,0,0,0,383.49
738.43,60.7,5.0,1.0,18,6,5,2,1,0,-1.0,-0.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,0,738.43,12.1652,1,0,0,738.43
287.63,38.6,4.2,1.0,0,0,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,0,1,0,0,0,0,0,0,0,287.63,7.4516,0,1,0,287.63
251.24,40.9,4.4,1.0,6,0,5,2,0,0,1.0,0.0,0.5,-0.866025,1,0,0,0,0,1,0,0,1,0,0,251.24,6.1428,0,0,0,251.24
380.33,18.5,3.5,1.2,12,0,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,0,0,1,0,0,1,0,0,0,456.4,20.5584,0,0,0,316.94166666666666
788.73,10.6,4.3,1.2,18,0,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,1,0,0,0,0,0,0,0,0,946.48,74.4085,1,0,0,657.2750000000001
305.7,60.0,4.5,2.0,0,1,5,2,0,0,0.0,1.0,0.5,-0.866025,1,0,0,0,1,0,0,0,1,0,0,611.4,5.095,0,1,1,152.85
382.86,12.4,4.3,1.2,6,1,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,1,0,0,0,1,0,0,0,0,459.43,30.8758,0,0,0,319.05
176.24,17.0,3.8,1.0,12,1,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,1,0,0,0,0,0,0,0,0,176.24,10.3671,0,0,0,176.24
391.24,13.0,4.5,1.5,18,1,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,0,0,0,1,0,0,0,0,1,586.86,30.0954,1,0,0,260.82666666666665
493.33,18.3,4.0,1.2,0,2,5,2,0,0,0.0,1.0,0.5,-0.866025,0,1,0,0,0,0,0,0,0,0,0,592.0,26.9579,0,1,0,411.10833333333335
218.08,14.0,4.2,1.2,6,2,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,0,1,1,0,0,0,0,0,0,261.7,15.5771,0,0,0,181.73333333333335
739.11,1.1,4.6,1.5,12,2,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,0,1,0,1,0,0,0,0,0,1108.66,671.9182,0,0,0,492.74
490.11,47.0,5.0,1.0,18,2,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,0,0,0,1,0,0,0,0,0,490.11,10.4279,1,0,0,490.11
331.43,12.9,4.2,1.0,0,3,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,1,0,1,0,0,0,0,0,0,331.43,25.6922,0,1,0,331.43
491.97,19.6,5.0,1.2,6,3,5,2,0,0,1.0,0.0,0.5,-0.866025,1,0,0,0,0,0,0,0,0,0,0,590.36,25.1005,0,0,0,409.975
558.58,3.3,3.3,1.0,12,3,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,1,0,0,0,1,0,1,0,0,558.58,169.2667,0,0,0,558.58
148.29,0.1,4.4,1.0,18,3,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,0,0,0,1,0,0,0,0,0,148.29,1482.9,1,0,0,148.29
501.53,6.2,4.1,1.2,0,4,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,0,1,0,0,0,0,0,0,0,601.84,80.8919,0,1,0,417.94166666666666
775.11,26.8,4.0,1.0,6,4,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,0,775.11,28.922,0,0,0,775.11
285.42,2.3,4.6,1.0,12,4,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,0,1,1,0,0,0,0,0,0,285.42,124.0957,0,0,0,285.42
335.21,52.7,4.2,1.0,18,4,5,2,0,0,-1.0,-0.0,0.5,-0.866025,1,0,0,0,0,0,0,0,1,0,0,335.21,6.3607,1,0,0,335.21
364.95,5.3,3.3,1.2,0,5,5,2,1,0,0.0,1.0,0.5,-0.866025,0,0,0,1,1,0,0,0,0,0,1,437.94,68.8585,0,1,0,304.125
641.95,5.0,3.5,1.0,6,5,5,2,1,0,1.0,0.0,0.5,-0.866025,0,0,0,1,0,0,1,0,0,0,0,641.95,128.39,0,0,0,641.95
239.55,4.4,4.7,1.2,12,5,5,2,1,0,0.0,-1.0,0.5,-0.866025,0,1,0,0,0,0,0,1,0,0,0,287.46,54.4432,0,0,0,199.62500000000003
545.81,0.3,3.5,1.0,18,5,5,2,1,0,-1.0,-0.0,0.5,-0.866025,0,1,0,0,0,0,1,0,1,0,0,545.81,1819.3667,1,0,0,545.81
368.55,32.5,4.7,1.0,0,6,5,2,1,0,0.0,1.0,0.5,-0.866025,0,1,0,0,0,0,0,0,1,0,0,368.55,11.34,0,1,0,368.55
947.96,45.8,4.4,1.0,6,6,5,2,1,0,1.0,0.0,0.5,-0.866025,0,0,0,1,0,0,0,0,0,0,0,947.96,20.6978,0,0,0,947.96
379.83,21.0,4.2,1.2,12,6,5,2,1,0,0.0,-1.0,0.5,-0.866025,0,0,0,0,0,0,0,0,0,0,0,455.8,18.0871,0,0,0,316.525
103.26,4.6,4.3,1.0,18,6,5,2,1,0,-1.0,-0.0,0.5,-0.866025,0,0,0,1,1,0,0,0,0,0,0,103.26,22.4478,1,0,0,103.26
596.64,7.4,4.6,2.0,0,0,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,0,0,0,1,0,0,1,0,0,1193.28,80.627,0,1,1,298.32
532.03,14.2,3.7,2.0,6,0,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,0,0,0,0,0,0,0,0,0,1064.06,37.4669,0,0,1,266.015
479.64,67.9,4.3,1.5,12,0,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,1,0,0,0,1,0,0,0,0,1,719.46,7.0639,0,0,0,319.76
764.74,6.3,3.7,2.0,18,0,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,0,1529.48,121.3873,1,0,1,382.37
161.44,28.9,4.4,1.0,0,1,5,2,0,0,0.0,1.0,0.5,-0.866025,1,0,0,0,0,0,0,0,0,0,0,161.44,5.5862,0,1,0,161.44
263.1,12.7,4.6,1.0,6,1,5,2,0,0,1.0,0.0,0.5,-0.866025,0,1,0,0,1,0,0,0,1,0,0,263.1,20.7165,0,0,0,263.1
429.46,7.8,4.4,1.2,12,1,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,1,0,0,1,0,0,0,0,0,0,515.35,55.059,0,0,0,357.8833333333333
466.74,13.4,4.6,1.2,18,1,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,0,560.09,34.8313,1,0,0,388.95000000000005
397.72,1.6,3.9,1.5,0,2,5,2,0,0,0.0,1.0,0.5,-0.866025,1,0,0,0,0,0,1,0,1,0,0,596.58,248.575,0,1,0,265.1466666666667
177.81,35.3,4.3,1.2,6,2,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,0,1,0,1,0,0,0,0,1,213.37,5.0371,0,0,0,148.175
336.95,6.1,4.2,2.0,12,2,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,0,1,0,0,1,0,1,0,0,673.9,55.2377,0,0,1,168.475
915.41,28.4,4.1,1.0,18,2,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,1,0,0,0,1,0,0,1,0,0,915.41,32.2327,1,0,0,915.41
233.12,1.6,3.9,1.5,0,3,5,2,0,0,0.0,1.0,0.5,-0.866025,1,0,0,0,0,1,0,0,1,0,0,349.68,145.7,0,1,0,155.41333333333333
424.59,68.3,4.1,1.2,6,3,5,2,0,0,1.0,0.0,0.5,-0.866025,0,1,0,0,0,0,0,0,0,0,1,509.51,6.2165,0,0,0,353.825
546.82,4.7,3.7,1.2,12,3,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,0,0,1,0,0,0,0,0,0,656.18,116.3447,0,0,0,455.6833333333334
632.79,47.2,3.5,1.0,18,3,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,1,0,0,0,1,0,0,0,0,0,632.79,13.4066,1,0,0,632.79
595.22,36.5,3.9,1.2,0,4,5,2,0,0,0.0,1.0,0.5,-0.866025,0,1,0,0,0,0,0,0,0,0,0,714.26,16.3074,0,1,0,496.0166666666667
324.0,75.6,4.6,1.5,6,4,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,0,1,0,0,0,0,0,0,0,486.0,4.2857,0,0,0,216.0
262.47,14.3,4.4,1.0,12,4,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,0,1,0,1,0,0,1,0,0,262.47,18.3545,0,0,0,262.47
951.67,28.6,3.7,1.2,18,4,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,0,1,0,1,0,0,1,0,0,1142.0,33.2752,1,0,0,793.0583333333333
663.31,10.2,4.1,1.0,0,5,5,2,1,0,0.0,1.0,0.5,-0.866025,0,0,0,0,1,0,0,0,1,0,0,663.31,65.0304,0,1,0,663.31
445.35,4.5,4.6,2.0,6,5,5,2,1,0,1.0,0.0,0.5,-0.866025,0,0,0,1,1,0,0,0,0,0,0,890.7,98.9667,0,0,1,222.675
829.17,12.9,4.1,1.0,12,5,5,2,1,0,0.0,-1.0,0.5,-0.866025,1,0,0,0,0,0,0,0,1,0,0,829.17,64.2767,0,0,0,829.17
175.93,4.0,3.6,1.0,18,5,5,2,1,0,-1.0,-0.0,0.5,-0.866025,0,0,1,0,1,0,0,0,0,0,0,175.93,43.9825,1,0,0,175.93
199.59,88.4,5.0,1.0,0,6,5,2,1,0,0.0,1.0,0.5,-0.866025,1,0,0,0,0,0,0,0,1,0,0,199.59,2.2578,0,1,0,199.59
105.3,2.2,4.2,1.2,6,6,5,2,1,0,1.0,0.0,0.5,-0.866025,1,0,0,0,1,0,0,0,1,0,0,126.36,47.8636,0,0,0,87.75
464.06,19.6,3.7,1.0,12,6,5,2,1,0,0.0,-1.0,0.5,-0.866025,0,0,0,1,1,0,0,0,0,0,0,464.06,23.6765,0,0,0,464.06
475.22,21.7,4.4,1.2,18,6,5,2,1,0,-1.0,-0.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,0,570.26,21.8995,1,0,0,396.0166666666667
188.89,17.0,4.3,2.0,0,0,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,1,0,1,0,0,0,0,0,0,377.78,11.1112,0,1,1,94.445
651.56,23.9,3.5,1.5,6,0,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,1,0,0,0,0,1,0,0,0,977.34,27.2619,0,0,0,434.3733333333333
132.64,2.7,4.3,1.0,12,0,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,0,0,0,1,0,0,0,0,1,132.64,49.1259,0,0,0,132.64
515.53,17.8,4.8,2.0,18,0,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,0,1,1,0,0,0,1,0,0,1031.06,28.9624,1,0,1,257.765
574.56,7.4,4.2,1.2,0,1,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,0,689.47,77.6432,0,1,0,478.79999999999995
461.27,62.0,3.3,1.0,6,1,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,0,0,0,0,0,0,0,0,0,461.27,7.4398,0,0,0,461.27
173.57,31.6,4.5,1.0,12,1,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,1,0,0,0,1,0,0,1,0,0,173.57,5.4927,0,0,0,173.57
760.77,79.1,4.6,1.0,18,1,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,1,0,0,1,0,0,0,1,0,0,760.77,9.6178,1,0,0,760.77
329.76,0.8,4.0,1.5,0,2,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,0,0,0,0,0,0,0,0,0,494.64,412.2,0,1,0,219.84
330.32,7.4,4.0,1.0,6,2,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,0,0,0,0,0,0,0,0,0,330.32,44.6378,0,0,0,330.32
296.29,4.8,5.0,1.0,12,2,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,0,1,1,0,0,0,1,0,0,296.29,61.7271,0,0,0,296.29
605.36,0.2,4.0,1.2,18,2,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,0,1,1,0,0,0,0,0,0,726.43,3026.8,1,0,0,504.4666666666667
321.53,6.1,3.7,1.0,0,3,5,2,0,0,0.0,1.0,0.5,-0.866025,0,1,0,0,0,0,0,0,0,0,0,321.53,52.7098,0,1,0,321.53
220.87,25.0,4.3,1.2,6,3,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,1,0,0,0,0,0,0,0,0,265.04,8.8348,0,0,0,184.05833333333334
688.91,5.8,4.6,1.2,12,3,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,1,0,0,0,0,0,0,0,0,0,826.69,118.7776,0,0,0,574.0916666666667
419.4,15.6,4.6,1.0,18,3,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,1,0,0,0,0,1,0,0,0,419.4,26.8846,1,0,0,419.4
700.73,48.1,3.1,1.5,0,4,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,1,1051.1,14.5682,0,1,0,467.15333333333336
435.4,26.0,4.0,1.0,6,4,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,0,1,1,0,0,0,1,0,0,435.4,16.7462,0,0,0,435.4
285.52,11.0,4.9,1.0,12,4,5,2,0,0,0.0,-1.0,0.5,-0.866025,1,0,0,0,0,1,0,0,0,0,0,285.52,25.9564,0,0,0,285.52
145.29,10.3,4.5,1.2,18,4,5,2,0,0,-1.0,-0.0,0.5,-0.866025,1,0,0,0,0,1,0,0,0,0,0,174.35,14.1058,1,0,0,121.075
465.06,13.4,3.7,1.0,0,5,5,2,1,0,0.0,1.0,0.5,-0.866025,0,0,0,0,0,0,0,0,0,0,0,465.06,34.706,0,1,0,465.06
365.36,4.3,4.9,2.0,6,5,5,2,1,0,1.0,0.0,0.5,-0.866025,0,0,0,1,1,0,0,0,0,0,0,730.72,84.9674,0,0,1,182.68
617.76,22.1,4.8,1.0,12,5,5,2,1,0,0.0,-1.0,0.5,-0.866025,0,0,1,0,0,1,0,0,1,0,0,617.76,27.9529,0,0,0,617.76
313.64,10.0,4.2,1.0,18,5,5,2,1,0,-1.0,-0.0,0.5,-0.866025,1,0,0,0,0,0,1,0,0,0,0,313.64,31.364,1,0,0,313.64
523.31,42.1,4.7,2.0,0,6,5,2,1,0,0.0,1.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,0,1046.62,12.4302,0,1,1,261.655
426.35,31.1,5.0,1.0,6,6,5,2,1,0,1.0,0.0,0.5,-0.866025,1,0,0,0,0,0,0,0,0,0,0,426.35,13.709,0,0,0,426.35
272.06,20.7,3.8,1.2,12,6,5,2,1,0,0.0,-1.0,0.5,-0.866025,1,0,0,0,0,1,0,0,0,0,0,326.47,13.143,0,0,0,226.71666666666667
327.03,10.0,4.6,1.0,18,6,5,2,1,0,-1.0,-0.0,0.5,-0.866025,1,0,0,0,0,0,0,0,0,0,0,327.03,32.703,1,0,0,327.03
197.01,5.2,5.0,1.5,0,0,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,0,1,0,1,0,0,0,0,0,295.52,37.8865,0,1,0,131.34
984.18,32.9,4.6,1.0,6,0,5,2,0,0,1.0,0.0,0.5,-0.866025,0,1,0,0,0,0,0,0,0,0,1,984.18,29.9143,0,0,0,984.18
517.69,14.7,3.9,1.0,12,0,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,1,0,0,0,0,0,0,0,0,517.69,35.217,0,0,0,517.69
189.42,5.6,4.4,1.0,18,0,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,0,1,1,0,0,0,0,0,0,189.42,33.825,1,0,0,189.42
959.41,4.8,5.0,1.0,0,1,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,0,1,0,0,0,1,0,0,0,959.41,199.8771,0,1,0,959.41
231.33,4.0,3.8,1.2,6,1,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,0,1,1,0,0,0,0,0,1,277.6,57.8325,0,0,0,192.775
310.78,33.0,4.3,1.0,12,1,5,2,0,0,0.0,-1.0,0.5,-0.866025,0,0,0,1,0,0,0,0,1,0,0,310.78,9.4176,0,0,0,310.78
379.26,5.7,4.2,1.0,18,1,5,2,0,0,-1.0,-0.0,0.5,-0.866025,0,0,0,1,0,1,0,1,0,0,0,379.26,66.5368,1,0,0,379.26
431.65,16.5,4.0,1.0,0,2,5,2,0,0,0.0,1.0,0.5,-0.866025,0,0,0,0,0,1,0,0,0,0,0,431.65,26.1606,0,1,0,431.65
609.65,13.2,4.4,1.2,6,2,5,2,0,0,1.0,0.0,0.5,-0.866025,0,0,1,0,0,1,0,0,0,0,0,731.58,46.1856,0,0,0,508.0416666666667
