fare_pkr,trip_duration_min,driver_rating,surge_multiplier,effective_fare,fare_per_min,fare_efficiency,Month,DayOfWeek,Hour_of_Day,Quarter,Is_Weekend,Is_Holiday,City_Raw_Lahore,City_Raw_Other,City_Raw_Peshawar,City_Raw_Quetta,Vehicle_Raw_SUV,Vehicle_Raw_Sedan,Vehicle_Raw_Van,Weather_Raw_Foggy,Weather_Raw_Rainy,Weather_Raw_Unknown,Weather_Raw_Windy,is_peak_hour,is_night_ride,is_high_surge,hour_sin,hour_cos,month_sin,month_cos
656.41,4.2,4.6,1.0,656.41,156.2881,656.41,4,6,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,1.0,0.866025,-0.5
544.77,9.7,4.2,1.5,817.16,56.1619,363.18,4,6,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.866025,-0.5
253.3,7.6,4.3,2.0,506.6,33.3289,126.65,4,6,12,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.0,-1.0,0.866025,-0.5
327.49,21.0,4.2,2.0,654.98,15.5948,163.745,4,6,18,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,-1.0,-0.0,0.866025,-0.5
277.59,51.3,4.2,2.0,555.18,5.4111,138.795,5,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.0,1.0,0.5,-0.866025
227.51,72.1,4.4,1.0,227.51,3.1555,227.51,5,0,6,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.5,-0.866025
162.03,23.3,4.1,1.0,162.03,6.9541,162.03,5,0,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
1087.6,40.1,4.1,1.0,1087.6,27.1222,1087.6,5,0,18,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
505.61,16.4,4.8,1.0,505.61,30.8299,505.61,5,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,1.0,0.5,-0.866025
543.07,5.1,4.2,1.5,814.6,106.4843,362.0466666666667,5,1,6,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
741.68,16.4,4.5,1.5,1112.52,45.2244,494.4533333333333,5,1,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
325.73,17.8,3.9,1.0,325.73,18.2994,325.73,5,1,18,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
198.89,29.8,4.1,1.2,238.67,6.6742,165.74166666666667,5,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
628.25,5.5,3.7,1.5,942.38,114.2273,418.8333333333333,5,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.5,-0.866025
217.89,10.1,5.0,1.0,217.89,21.5733,217.89,5,2,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
620.93,10.0,5.0,1.0,620.93,62.093,620.93,5,2,18,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
181.22,70.5,4.6,1.0,181.22,2.5705,181.22,5,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
208.95,12.9,5.0,1.0,208.95,16.1977,208.95,5,3,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0.0,0.5,-0.866025
308.52,31.0,4.7,1.0,308.52,9.9523,308.52,5,3,12,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
609.48,30.6,4.2,1.0,609.48,19.9176,609.48,5,3,18,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
926.63,6.8,4.5,1.0,926.63,136.2691,926.63,5,4,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,1.0,0.5,-0.866025
542.63,18.7,5.0,2.0,1085.26,29.0176,271.315,5,4,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.0,0.0,0.5,-0.866025
315.08,49.4,3.9,1.0,315.08,6.3781,315.08,5,4,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
684.1,14.2,3.7,1.0,684.1,48.1761,684.1,5,4,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
177.98,63.9,4.5,2.0,355.96,2.7853,88.99,5,5,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0.0,1.0,0.5,-0.866025
260.94,5.3,4.0,1.0,260.94,49.234,260.94,5,5,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
458.54,1.7,3.2,1.0,458.54,269.7294,458.54,5,5,12,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
638.41,48.9,3.7,1.5,957.62,13.0554,425.6066666666666,5,5,18,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
393.77,41.4,4.1,1.0,393.77,9.5114,393.77,5,6,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.0,1.0,0.5,-0.866025
371.99,107.9,4.3,1.2,446.39,3.4475,309.9916666666667,5,6,6,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,0.5,-0.866025
383.49,25.0,4.3,1.0,383.49,15.3396,383.49,5,6,12,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
738.43,60.7,5.0,1.0,738.43,12.1652,738.43,5,6,18,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
287.63,38.6,4.2,1.0,287.63,7.4516,287.63,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
251.24,40.9,4.4,1.0,251.24,6.1428,251.24,5,0,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0.0,0.5,-0.866025
380.33,18.5,3.5,1.2,456.4,20.5584,316.94166666666666,5,0,12,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
788.73,10.6,4.3,1.2,946.48,74.4085,657.2750000000001,5,0,18,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
305.7,60.0,4.5,2.0,611.4,5.095,152.85,5,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.0,1.0,0.5,-0.866025
382.86,12.4,4.3,1.2,459.43,30.8758,319.05,5,1,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
176.24,17.0,3.8,1.0,176.24,10.3671,176.24,5,1,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
391.24,13.0,4.5,1.5,586.86,30.0954,260.82666666666665,5,1,18,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,-1.0,-0.0,0.5,-0.866025
493.33,18.3,4.0,1.2,592.0,26.9579,411.10833333333335,5,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
218.08,14.0,4.2,1.2,261.7,15.5771,181.73333333333332,5,2,6,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
739.11,1.1,4.6,1.5,1108.66,671.9182,492.74,5,2,12,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
490.11,47.0,5.0,1.0,490.11,10.4279,490.11,5,2,18,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
331.43,12.9,4.2,1.0,331.43,25.6922,331.43,5,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
491.97,19.6,5.0,1.2,590.36,25.1005,409.975,5,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
558.58,3.3,3.3,1.0,558.58,169.2667,558.58,5,3,12,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
148.29,0.1,4.4,1.0,148.29,1482.9,148.29,5,3,18,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
501.53,6.2,4.1,1.2,601.84,80.8919,417.94166666666666,5,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
775.11,26.8,4.0,1.0,775.11,28.922,775.11,5,4,6,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
285.42,2.3,4.6,1.0,285.42,124.0957,285.42,5,4,12,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
335.21,52.7,4.2,1.0,335.21,6.3607,335.21,5,4,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
364.95,5.3,3.3,1.2,437.94,68.8585,304.125,5,5,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.0,1.0,0.5,-0.866025
641.95,5.0,3.5,1.0,641.95,128.39,641.95,5,5,6,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
239.55,4.4,4.7,1.2,287.46,54.4432,199.62500000000003,5,5,12,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
545.81,0.3,3.5,1.0,545.81,1819.3667,545.81,5,5,18,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
368.55,32.5,4.7,1.0,368.55,11.34,368.55,5,6,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.5,-0.866025
947.96,45.8,4.4,1.0,947.96,20.6978,947.96,5,6,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
379.83,21.0,4.2,1.2,455.8,18.0871,316.525,5,6,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
103.26,4.6,4.3,1.0,103.26,22.4478,103.26,5,6,18,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
596.64,7.4,4.6,2.0,1193.28,80.627,298.32,5,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0.0,1.0,0.5,-0.866025
532.03,14.2,3.7,2.0,1064.06,37.4669,266.015,5,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.5,-0.866025
479.64,67.9,4.3,1.5,719.46,7.0639,319.76,5,0,12,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,-1.0,0.5,-0.866025
764.74,6.3,3.7,2.0,1529.48,121.3873,382.37,5,0,18,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,-1.0,-0.0,0.5,-0.866025
161.44,28.9,4.4,1.0,161.44,5.5862,161.44,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
263.1,12.7,4.6,1.0,263.1,20.7165,263.1,5,1,6,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0.5,-0.866025
429.46,7.8,4.4,1.2,515.35,55.059,357.8833333333333,5,1,12,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
466.74,13.4,4.6,1.2,560.09,34.8313,388.9500000000001,5,1,18,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
397.72,1.6,3.9,1.5,596.58,248.575,265.1466666666667,5,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,1.0,0.5,-0.866025
177.81,35.3,4.3,1.2,213.37,5.0371,148.175,5,2,6,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.5,-0.866025
336.95,6.1,4.2,2.0,673.9,55.2377,168.475,5,2,12,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.0,-1.0,0.5,-0.866025
915.41,28.4,4.1,1.0,915.41,32.2327,915.41,5,2,18,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
233.12,1.6,3.9,1.5,349.68,145.7,155.41333333333333,5,3,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,1.0,0.5,-0.866025
424.59,68.3,4.1,1.2,509.51,6.2165,353.825,5,3,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.5,-0.866025
546.82,4.7,3.7,1.2,656.18,116.3447,455.6833333333334,5,3,12,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
632.79,47.2,3.5,1.0,632.79,13.4066,632.79,5,3,18,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
595.22,36.5,3.9,1.2,714.26,16.3074,496.0166666666667,5,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
324.0,75.6,4.6,1.5,486.0,4.2857,216.0,5,4,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
262.47,14.3,4.4,1.0,262.47,18.3545,262.47,5,4,12,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
951.67,28.6,3.7,1.2,1142.0,33.2752,793.0583333333333,5,4,18,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
663.31,10.2,4.1,1.0,663.31,65.0304,663.31,5,5,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,1.0,0.5,-0.866025
445.35,4.5,4.6,2.0,890.7,98.9667,222.675,5,5,6,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0.5,-0.866025
829.17,12.9,4.1,1.0,829.17,64.2767,829.17,5,5,12,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
175.93,4.0,3.6,1.0,175.93,43.9825,175.93,5,5,18,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
199.59,88.4,5.0,1.0,199.59,2.2578,199.59,5,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.5,-0.866025
105.3,2.2,4.2,1.2,126.36,47.8636,87.75,5,6,6,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0.5,-0.866025
464.06,19.6,3.7,1.0,464.06,23.6765,464.06,5,6,12,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
475.22,21.7,4.4,1.2,570.26,21.8995,396.0166666666667,5,6,18,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
188.89,17.0,4.3,2.0,377.78,11.1112,94.445,5,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0.0,1.0,0.5,-0.866025
651.56,23.9,3.5,1.5,977.34,27.2619,434.3733333333333,5,0,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
132.64,2.7,4.3,1.0,132.64,49.1259,132.64,5,0,12,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0,-1.0,0.5,-0.866025
515.53,17.8,4.8,2.0,1031.06,28.9624,257.765,5,0,18,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,-1.0,-0.0,0.5,-0.866025
574.56,7.4,4.2,1.2,689.47,77.6432,478.8,5,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
461.27,62.0,3.3,1.0,461.27,7.4398,461.27,5,1,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
173.57,31.6,4.5,1.0,173.57,5.4927,173.57,5,1,12,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
760.77,79.1,4.6,1.0,760.77,9.6178,760.77,5,1,18,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
329.76,0.8,4.0,1.5,494.64,412.2,219.84,5,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
330.32,7.4,4.0,1.0,330.32,44.6378,330.32,5,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
296.29,4.8,5.0,1.0,296.29,61.7271,296.29,5,2,12,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
605.36,0.2,4.0,1.2,726.43,3026.8,504.4666666666667,5,2,18,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
321.53,6.1,3.7,1.0,321.53,52.7098,321.53,5,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
220.87,25.0,4.3,1.2,265.04,8.8348,184.0583333333333,5,3,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
688.91,5.8,4.6,1.2,826.69,118.7776,574.0916666666667,5,3,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
419.4,15.6,4.6,1.0,419.4,26.8846,419.4,5,3,18,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
700.73,48.1,3.1,1.5,1051.1,14.5682,467.15333333333336,5,4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.0,1.0,0.5,-0.866025
435.4,26.0,4.0,1.0,435.4,16.7462,435.4,5,4,6,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0.5,-0.866025
285.52,11.0,4.9,1.0,285.52,25.9564,285.52,5,4,12,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
145.29,10.3,4.5,1.2,174.35,14.1058,121.075,5,4,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
465.06,13.4,3.7,1.0,465.06,34.706,465.06,5,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
365.36,4.3,4.9,2.0,730.72,84.9674,182.68,5,5,6,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0.5,-0.866025
617.76,22.1,4.8,1.0,617.76,27.9529,617.76,5,5,12,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
313.64,10.0,4.2,1.0,313.64,31.364,313.64,5,5,18,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
523.31,42.1,4.7,2.0,1046.62,12.4302,261.655,5,6,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0,1.0,0.5,-0.866025
426.35,31.1,5.0,1.0,426.35,13.709,426.35,5,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
272.06,20.7,3.8,1.2,326.47,13.143,226.71666666666667,5,6,12,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
327.03,10.0,4.6,1.0,327.03,32.703,327.03,5,6,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
197.01,5.2,5.0,1.5,295.52,37.8865,131.34,5,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
984.18,32.9,4.6,1.0,984.18,29.9143,984.18,5,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.5,-0.866025
517.69,14.7,3.9,1.0,517.69,35.217,517.69,5,0,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
189.42,5.6,4.4,1.0,189.42,33.825,189.42,5,0,18,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
959.41,4.8,5.0,1.0,959.41,199.8771,959.41,5,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
231.33,4.0,3.8,1.2,277.6,57.8325,192.775,5,1,6,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.0,0.0,0.5,-0.866025
310.78,33.0,4.3,1.0,310.78,9.4176,310.78,5,1,12,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
379.26,5.7,4.2,1.0,379.26,66.5368,379.26,5,1,18,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
431.65,16.5,4.0,1.0,431.65,26.1606,431.65,5,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.5,-0.866025
609.65,13.2,4.4,1.2,731.58,46.1856,508.0416666666667,5,2,6,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.5,-0.866025
125.08,19.1,4.2,1.5,187.62,6.5487,83.38666666666667,5,2,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,-0.866025
435.14,46.1,4.6,1.0,435.14,9.439,435.14,5,2,18,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-1.0,-0.0,0.5,-0.866025
369.12,44.5,4.9,1.0,369.12,8.2948,369.12,6,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,-1.0
469.29,13.2,3.7,1.0,469.29,35.5523,469.29,6,3,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,-1.0
359.66,0.3,4.3,1.2,431.59,1198.8667,299.7166666666667,6,3,12,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.0,-1.0
334.78,12.2,4.3,1.0,334.78,27.441,334.78,6,3,18,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-1.0,-0.0,0.0,-1.0
402.11,20.5,4.4,1.0,402.11,19.6151,402.11,6,4,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,-1.0
933.43,18.0,4.3,1.2,1120.12,51.8572,777.8583333333333,6,4,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,-1.0
338.22,23.2,3.8,1.5,507.33,14.5784,225.48,6,4,12,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.0,-1.0
743.92,3.7,5.0,1.0,743.92,201.0595,743.92,6,4,18,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-1.0,-0.0,0.0,-1.0
459.3,22.9,5.0,1.2,551.16,20.0568,382.75,6,5,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,-1.0
448.51,4.4,4.6,1.0,448.51,101.9341,448.51,6,5,6,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.0,0.0,-1.0
471.55,30.5,4.6,2.0,943.1,15.4607,235.775,6,5,12,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,-1.0,0.0,-1.0
545.95,9.1,4.4,1.0,545.95,59.9945,545.95,6,5,18,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,-1.0,-0.0,0.0,-1.0
352.15,27.2,4.8,1.0,352.15,12.9467,352.15,6,6,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,-1.0
718.97,1.1,3.1,1.5,1078.46,653.6091,479.3133333333333,6,6,6,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,-1.0
546.62,11.5,4.3,1.0,546.62,47.5322,546.62,6,6,12,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.0,-1.0
207.15,26.9,4.0,1.0,207.15,7.7007,207.15,6,6,18,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.0,-1.0
103.86,5.7,4.4,1.0,103.86,18.2211,103.86,6,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,-1.0
919.36,34.9,4.8,1.5,1379.04,26.3427,612.9066666666666,6,0,6,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,-1.0
479.11,21.9,4.3,1.0,479.11,21.8772,479.11,6,0,12,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,-1.0,0.0,-1.0
192.71,19.5,4.1,1.5,289.06,9.8826,128.47333333333333,6,0,18,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.0,-1.0
337.97,9.6,3.6,1.0,337.97,35.2052,337.97,6,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,-1.0
663.15,14.5,4.2,1.0,663.15,45.7345,663.15,6,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,-1.0
389.85,20.0,4.6,1.0,389.85,19.4925,389.85,6,1,12,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.0,-1.0
408.22,14.1,3.9,1.0,408.22,28.9518,408.22,6,1,18,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.0,-0.0,0.0,-1.0
603.37,26.4,3.3,1.2,724.04,22.8549,502.8083333333333,6,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,-1.0
502.18,12.5,5.0,1.2,602.62,40.1744,418.48333333333335,6,2,6,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,-1.0
566.43,5.0,4.5,1.0,566.43,113.286,566.43,6,2,12,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,-1.0,0.0,-1.0
