Age,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Employment_Years,Num_Credit_Lines,Debt_To_Income_Ratio,Num_Late_Payments,Has_Mortgage,Education,Loan_Purpose,Marital_Status,Loan_Default
53,24758,67537,24,530,15,13,0.46,7,1,High School,Business,Married,0
56,37010,78914,36,600,24,4,0.63,2,0,Bachelor,Personal,Single,0
60,147039,6597,24,846,11,1,0.15,7,0,Bachelor,Home,Single,0
50,80758,16600,60,325,3,4,0.51,0,0,Master,Personal,Single,1
50,51658,8747,24,834,4,14,0.29,3,1,Bachelor,Personal,Married,0
37,69002,84415,24,773,1,2,0.27,4,1,High School,Education,Married,0
31,123318,83553,24,686,18,6,0.36,5,0,Bachelor,Personal,Divorced,0
51,21375,29815,12,584,0,6,0.07,4,1,High School,Education,Married,0
46,119485,89500,48,749,3,8,0.24,4,0,High School,Medical,Single,0
60,42092,99348,24,619,11,9,0.15,4,1,Bachelor,Personal,Married,0
41,20490,29714,24,455,1,8,0.13,8,1,High School,Personal,Married,0
26,23729,23890,60,770,11,1,0.25,9,1,PhD,Personal,Single,0
22,25974,66509,60,719,15,13,0.53,9,1,Bachelor,Personal,Single,0
51,138222,66824,36,412,1,3,0.17,2,0,Master,Personal,Divorced,0
24,105216,9725,36,721,16,6,0.37,1,0,High School,Medical,Married,0
35,103860,48205,60,584,25,1,0.5,9,0,Bachelor,Medical,Married,0
51,147288,25684,48,353,27,8,0.19,1,1,Bachelor,Personal,Married,0
25,116870,96861,36,624,1,14,0.6,7,0,Bachelor,Medical,Single,0
39,41398,62911,48,757,3,6,0.57,4,0,PhD,Personal,Married,0
58,54650,18092,60,564,5,1,0.2,4,0,Bachelor,Education,Married,0
46,41292,44770,36,681,28,10,0.64,5,0,Bachelor,Personal,Single,0
22,121291,30457,24,512,27,2,0.45,8,0,High School,Personal,Single,0
36,123889,76667,60,632,22,6,0.22,6,0,High School,Medical,Married,0
30,23159,95751,36,309,6,10,0.46,4,1,Master,Business,Single,1
36,118162,67894,48,657,22,14,0.45,4,1,Master,Education,Married,0
45,82766,66305,48,502,14,8,0.41,9,1,Bachelor,Business,Single,0
25,114887,17612,36,357,19,5,0.48,8,1,Master,Personal,Married,0
33,122834,83627,48,793,11,1,0.21,8,0,Bachelor,Education,Married,0
58,37065,42089,36,809,4,14,0.64,1,0,Bachelor,Medical,Single,0
58,41638,57137,36,522,13,10,0.56,6,1,Bachelor,Personal,Single,0
64,21073,5559,48,668,15,2,0.5,9,0,Bachelor,Business,Single,0
27,66511,71249,12,717,10,4,0.07,0,0,High School,Education,Single,0
60,104307,42361,24,846,11,4,0.4,3,0,Bachelor,Education,Married,0
45,145274,85720,60,402,18,7,0.47,1,1,PhD,Education,Single,1
32,120997,20261,24,460,16,2,0.56,9,0,High School,Education,Married,1
34,127866,25372,60,499,29,7,0.62,8,1,High School,Home,Married,0
55,49320,60355,60,459,23,7,0.6,5,1,High School,Business,Single,0
46,89876,62920,24,435,25,7,0.29,3,0,High School,Education,Married,0
28,54924,37544,36,697,26,13,0.59,2,1,Bachelor,Education,Married,0
25,101720,5037,48,691,6,3,0.05,3,1,High School,Education,Single,0
29,60734,48032,12,405,29,6,0.26,1,1,Bachelor,Business,Married,0
41,88116,83233,12,353,8,12,0.12,4,1,Bachelor,Education,Single,0
50,60025,46420,12,576,13,6,0.58,8,1,Master,Education,Single,1
31,114503,96552,24,410,25,4,0.61,5,0,PhD,Education,Single,0
64,22159,39600,24,523,19,1,0.2,1,0,Bachelor,Personal,Single,0
55,68940,53285,36,374,11,9,0.27,5,1,High School,Business,Married,0
47,99436,67008,12,805,14,2,0.64,8,1,High School,Medical,Married,1
62,96976,94520,36,313,11,9,0.39,3,1,Master,Medical,Single,1
24,34678,10167,12,781,20,8,0.35,0,1,Bachelor,Medical,Married,1
27,81075,5432,24,488,20,1,0.35,1,1,High School,Education,Married,0
26,67204,74687,48,663,28,11,0.47,4,1,High School,Personal,Single,0
26,32021,76947,48,538,22,7,0.62,9,1,Master,Business,Married,0
44,26772,55903,48,700,12,13,0.27,6,0,Bachelor,Personal,Single,0
30,87163,97159,48,603,8,10,0.15,7,1,Bachelor,Medical,Divorced,0
56,129968,59149,60,390,23,3,0.16,2,0,High School,Personal,Single,0
41,93755,92640,12,691,6,10,0.06,8,0,Bachelor,Medical,Married,0
63,43464,61768,48,483,29,13,0.38,1,1,Master,Medical,Divorced,1
56,71137,65184,60,316,0,10,0.61,3,0,Master,Medical,Married,0
39,50232,70792,60,311,27,14,0.48,3,1,Bachelor,Medical,Single,0
38,81497,38439,60,465,9,14,0.65,5,0,Bachelor,Education,Married,0
45,128017,38257,36,445,28,14,0.6,9,0,Bachelor,Education,Single,1
24,94024,49674,36,581,5,9,0.35,5,1,Bachelor,Business,Married,0
53,120485,56248,60,848,25,5,0.34,2,0,High School,Personal,Married,0
56,129898,88602,48,468,14,11,0.43,8,0,Master,Personal,Married,1
59,71448,50371,12,469,14,3,0.12,4,0,Bachelor,Personal,Single,0
34,125468,72996,24,645,8,8,0.41,1,0,Bachelor,Home,Married,0
46,104517,42297,36,798,12,12,0.33,5,1,PhD,Personal,Single,0
30,20901,59273,48,759,22,3,0.44,2,0,PhD,Education,Single,0
25,107980,66256,48,596,0,7,0.39,7,1,Bachelor,Personal,Married,0
35,127594,39743,24,441,8,14,0.24,2,1,High School,Home,Married,0
58,103597,73752,24,352,2,7,0.41,4,1,Bachelor,Business,Married,0
55,22881,84803,48,417,29,7,0.27,3,1,PhD,Business,Single,1
32,49863,80117,24,664,8,14,0.17,3,0,High School,Business,Divorced,1
62,131362,75051,48,435,19,12,0.46,1,0,PhD,Medical,Married,1
24,25622,27076,24,713,24,1,0.23,7,0,High School,Personal,Single,0
49,142740,80312,24,376,28,11,0.58,2,0,Bachelor,Medical,Divorced,0
50,21378,92483,48,317,14,5,0.17,3,1,Bachelor,Education,Divorced,0
30,103168,7963,60,702,23,12,0.41,5,1,High School,Personal,Single,0
24,113847,77322,48,504,6,11,0.39,8,0,PhD,Personal,Married,0
46,91186,18866,12,798,3,1,0.17,3,1,Bachelor,Medical,Married,0
55,65201,37305,24,623,24,7,0.31,2,1,High School,Personal,Single,0
33,140767,67403,36,580,19,13,0.46,4,1,Bachelor,Medical,Single,0
63,127760,87896,24,465,16,13,0.24,8,1,Bachelor,Personal,Married,0
30,79251,37813,12,542,21,8,0.12,0,1,High School,Education,Single,0
36,92572,71729,36,778,3,7,0.42,4,1,Master,Education,Married,0
61,59255,65686,36,463,25,1,0.18,3,1,High School,Education,Single,0
46,83212,9512,48,623,18,3,0.46,4,1,High School,Business,Divorced,1
26,70210,27666,60,507,27,10,0.55,6,1,High School,Medical,Married,0
32,145629,21630,48,614,4,3,0.12,6,0,High School,Medical,Married,0
55,136736,79519,36,603,15,7,0.31,6,0,High School,Business,Single,0
45,42499,5636,36,538,2,4,0.32,0,1,PhD,Education,Married,0
36,122552,8775,60,523,10,12,0.43,8,0,High School,Education,Married,0
59,71628,72957,24,387,24,3,0.25,6,1,High School,Home,Married,1
29,81360,69591,60,836,27,6,0.3,3,1,High School,Medical,Single,0
26,24603,83561,48,728,21,12,0.06,3,0,Bachelor,Personal,Married,0
47,113309,79816,24,519,14,10,0.12,1,0,Bachelor,Personal,Single,0
39,147466,16351,48,574,18,6,0.39,5,1,Master,Home,Married,0
27,105473,60184,60,365,20,10,0.18,9,1,High School,Personal,Married,0
58,32632,74180,24,722,23,5,0.14,2,0,Bachelor,Home,Married,0
34,50607,86678,60,554,13,12,0.24,0,1,Bachelor,Education,Single,1
49,111873,78309,12,424,15,6,0.15,4,0,Bachelor,Personal,Single,1
26,85756,99002,36,445,23,3,0.09,5,1,Bachelor,Business,Married,1
34,66994,15778,24,684,5,14,0.22,4,1,Master,Business,Single,1
38,83382,17501,36,746,4,13,0.15,4,0,High School,Medical,Single,0
61,90354,7108,12,686,20,10,0.53,9,1,High School,Business,Single,1
53,76344,99905,24,682,16,5,0.09,7,0,High School,Business,Married,0
50,73775,41382,36,576,15,9,0.5,9,1,Bachelor,Home,Single,0
24,27349,96354,36,681,1,4,0.28,0,0,High School,Personal,Divorced,0
61,91154,80787,24,423,27,11,0.46,7,1,Bachelor,Education,Married,0
55,47464,28341,36,566,10,2,0.08,6,0,Master,Business,Married,0
61,62624,82214,36,410,3,5,0.6,0,0,Bachelor,Personal,Single,1
48,141897,19367,24,680,5,3,0.51,8,0,Bachelor,Personal,Divorced,0
34,146866,74868,36,457,26,12,0.13,3,0,Master,Business,Single,0
54,57344,17002,36,847,6,3,0.18,6,0,Bachelor,Personal,Single,0
27,145857,90820,48,417,16,4,0.44,2,0,Bachelor,Business,Single,0
45,103791,64949,48,627,7,12,0.6,7,1,Bachelor,Education,Single,0
40,44299,20700,12,367,27,4,0.32,3,0,Bachelor,Education,Married,0
37,67975,84305,48,733,0,5,0.34,1,1,High School,Business,Married,0
61,21462,67543,48,658,24,7,0.19,1,1,Bachelor,Business,Single,0
49,140209,34318,12,742,14,4,0.28,7,0,High School,Personal,Married,0
54,101441,94859,36,463,19,11,0.22,7,1,PhD,Personal,Married,1
62,110456,32610,36,660,11,7,0.26,0,1,High School,Business,Divorced,0
34,101788,77499,48,418,14,9,0.06,5,0,High School,Home,Single,0
64,126540,78374,12,494,22,3,0.07,8,0,Bachelor,Personal,Single,0
46,60581,70226,36,540,26,5,0.46,8,0,Master,Business,Single,1
63,120372,50167,60,808,29,4,0.46,1,0,Bachelor,Education,Single,0
57,91289,82779,24,441,21,9,0.25,7,1,Master,Education,Married,1
48,125541,32939,24,330,14,5,0.58,7,0,Bachelor,Home,Married,0
59,34175,66365,24,522,28,10,0.21,3,0,Bachelor,Personal,Single,1
28,141704,72381,48,565,8,2,0.29,3,0,Master,Personal,Married,1
26,26191,51710,24,581,15,10,0.49,4,1,High School,Business,Single,0
64,103434,21766,24,680,29,1,0.5,9,1,Master,Personal,Single,0
52,104518,17780,60,361,1,7,0.57,6,0,Master,Business,Single,0
44,100158,53458,36,820,14,11,0.07,0,0,PhD,Medical,Married,0
63,86537,61221,60,370,14,1,0.16,8,0,Master,Education,Married,0
31,135721,6509,48,835,26,8,0.43,2,1,Master,Personal,Married,0
53,67645,94493,24,439,6,9,0.25,3,1,High School,Personal,Divorced,0
64,128536,39346,36,615,26,7,0.08,6,1,High School,Home,Married,0
51,43283,87799,24,639,20,9,0.4,4,1,High School,Business,Single,0
60,143153,51874,24,827,12,10,0.29,4,0,High School,Home,Single,0
52,106971,31148,48,840,22,6,0.27,0,1,Bachelor,Education,Divorced,0
39,112759,36533,24,715,16,7,0.21,1,0,High School,Home,Married,0
57,79123,83467,12,766,10,3,0.05,4,0,High School,Medical,Married,0
23,122780,6359,36,674,26,14,0.16,1,0,Master,Business,Married,0
35,50024,95068,36,590,9,14,0.33,0,0,Master,Medical,Single,0
34,69630,65313,12,342,24,9,0.22,9,1,Master,Business,Married,0
50,50734,25344,48,352,0,3,0.57,2,0,Master,Personal,Single,0
33,20515,74778,24,531,13,6,0.14,0,1,Bachelor,Personal,Single,0
60,130782,25601,24,511,4,4,0.58,9,1,Master,Business,Single,0
23,86727,24116,36,307,29,9,0.29,7,1,Bachelor,Personal,Married,1
53,117800,61985,48,782,7,1,0.22,7,0,PhD,Personal,Married,0
34,129164,35782,48,341,0,9,0.23,7,0,High School,Business,Married,0
48,66216,54819,48,632,6,12,0.25,6,0,Master,Home,Married,0
62,91833,89416,24,532,1,4,0.35,6,0,Bachelor,Education,Married,0
38,78755,74035,48,369,6,10,0.26,1,0,Bachelor,Business,Single,0
61,47856,49458,12,315,6,5,0.44,8,1,Bachelor,Personal,Married,0
52,134959,96556,60,368,8,11,0.31,6,0,Master,Personal,Married,0
55,93870,13080,48,352,21,13,0.45,4,1,Master,Education,Married,0
45,44162,93743,60,678,3,1,0.41,3,1,High School,Medical,Married,0
56,26008,38957,24,762,22,14,0.2,7,1,High School,Business,Married,0
27,27987,18908,48,826,6,1,0.54,4,1,High School,Education,Single,0
40,82532,95570,36,362,19,6,0.53,5,0,High School,Education,Married,0
51,116502,96324,24,560,17,10,0.64,3,0,High School,Personal,Single,0
28,23332,83287,12,799,12,13,0.16,1,0,Bachelor,Business,Married,0
31,86323,52482,12,420,10,1,0.56,6,1,Bachelor,Education,Married,0
62,58990,43314,60,539,8,13,0.57,1,1,Master,Education,Single,0
53,29873,79921,60,764,13,2,0.44,6,1,Bachelor,Personal,Married,0
55,102542,88768,36,406,7,13,0.35,6,1,Bachelor,Personal,Divorced,0
49,105761,20831,36,479,20,14,0.62,0,1,High School,Education,Single,0
36,56444,25125,12,315,13,3,0.63,9,1,Master,Personal,Divorced,0
51,55340,67451,48,654,20,7,0.44,9,0,Master,Medical,Divorced,0
58,125219,50708,12,608,16,2,0.27,2,1,High School,Personal,Married,0
50,25033,22682,12,480,26,5,0.54,2,0,High School,Personal,Married,0
43,93324,87824,36,473,24,9,0.1,5,0,High School,Personal,Married,0
25,35689,40794,60,653,26,12,0.22,2,0,Master,Home,Married,0
41,129756,64372,36,653,13,12,0.64,8,1,Bachelor,Medical,Divorced,0
53,107134,44477,36,518,25,10,0.54,4,0,Bachelor,Medical,Single,0
57,123016,58863,36,614,26,8,0.61,5,0,High School,Business,Single,0
25,115239,94941,12,733,23,12,0.41,5,1,High School,Medical,Single,0
48,20066,43737,48,581,4,8,0.29,7,0,High School,Medical,Married,0
38,134159,7620,12,558,9,11,0.64,9,0,High School,Business,Single,1
33,65246,40057,24,304,5,2,0.24,2,1,High School,Home,Single,0
43,27533,45138,36,693,27,1,0.5,8,1,High School,Medical,Married,0
38,100639,84390,36,635,9,9,0.38,6,1,Bachelor,Home,Married,1
31,90152,58024,24,362,10,10,0.19,5,0,Bachelor,Medical,Married,0
22,131581,14677,36,343,25,12,0.06,0,0,Bachelor,Medical,Single,0
43,135828,49111,36,452,23,4,0.28,3,1,Bachelor,Home,Single,0
47,79658,29074,36,455,5,9,0.38,4,0,Bachelor,Business,Single,0
39,58498,22824,24,777,9,11,0.16,1,1,Bachelor,Medical,Married,0
35,129028,5765,12,574,13,14,0.3,0,1,High School,Personal,Married,0
50,31772,50439,36,657,19,12,0.42,1,1,Master,Education,Married,0
33,109385,53926,48,725,2,11,0.48,7,0,Master,Medical,Single,0
57,69036,41860,24,831,6,7,0.08,9,0,High School,Education,Divorced,0
56,78531,17975,60,782,28,12,0.45,5,0,High School,Medical,Single,0
33,139159,79877,24,513,1,6,0.08,9,1,Master,Business,Single,1
28,32940,98677,12,378,6,10,0.07,1,1,Master,Business,Married,0
50,138027,82870,24,438,16,13,0.14,8,0,High School,Personal,Single,1
32,36932,86371,60,397,12,9,0.44,7,0,High School,Personal,Married,0
54,115305,31548,48,497,25,10,0.08,3,0,Master,Education,Single,0
27,76827,95575,60,455,20,4,0.06,9,1,High School,Education,Single,0
36,81431,43736,24,349,8,14,0.12,6,1,Master,Personal,Married,1
53,44648,66562,60,778,12,1,0.62,2,0,High School,Personal,Single,0
32,132947,45409,24,527,14,5,0.59,5,0,Master,Business,Single,0
44,52966,89101,48,756,12,13,0.1,2,0,High School,Education,Married,1
47,47777,14834,48,821,16,6,0.23,9,0,High School,Education,Single,0
55,144661,5840,12,448,7,6,0.62,2,1,PhD,Personal,Married,1
55,52567,84409,48,357,8,12,0.11,8,0,High School,Medical,Married,0
50,135259,36568,36,461,8,1,0.11,5,0,High School,Personal,Married,0
25,37174,15846,60,776,7,7,0.1,7,1,Master,Education,Single,0
38,62598,10899,60,406,15,8,0.64,3,1,High School,Personal,Married,0
56,144711,91038,24,726,19,12,0.5,3,0,High School,Home,Married,0
34,79199,71101,48,694,29,5,0.18,7,1,High School,Personal,Single,1
62,33798,43773,12,485,29,2,0.08,6,0,Bachelor,Education,Single,0
60,85364,79723,12,745,6,2,0.63,4,0,Bachelor,Business,Married,0
36,37558,77762,12,747,16,11,0.31,1,0,Master,Personal,Married,0
50,81084,9311,36,386,6,5,0.41,5,1,Bachelor,Personal,Married,0
50,64237,61888,48,548,5,7,0.22,0,0,Bachelor,Business,Single,0
32,85497,46616,12,739,4,7,0.51,6,0,Bachelor,Medical,Married,0
53,20178,57134,36,556,16,13,0.17,8,1,Master,Personal,Single,1
23,136932,96225,60,576,7,4,0.52,4,1,Bachelor,Education,Divorced,0
35,106006,11083,24,737,25,11,0.19,4,1,Master,Education,Single,0
41,37118,17598,48,815,0,14,0.11,6,0,PhD,Personal,Divorced,0
43,42616,87476,48,501,15,3,0.34,4,0,High School,Personal,Single,0
32,20798,97416,60,479,16,9,0.54,9,0,Bachelor,Home,Married,1
48,27601,7580,48,624,29,12,0.28,3,0,Bachelor,Business,Married,0
24,45363,62395,48,774,2,14,0.07,0,0,High School,Personal,Single,0
38,22795,47321,48,699,12,14,0.38,5,1,High School,Education,Single,0
49,117462,14386,48,516,7,7,0.46,8,1,Master,Personal,Divorced,0
50,65264,58171,36,752,15,2,0.49,3,0,Bachelor,Business,Single,0
42,122892,24522,36,703,23,1,0.29,9,0,Bachelor,Personal,Married,0
37,92833,70532,24,539,29,11,0.11,3,0,Bachelor,Home,Single,1
58,149688,96760,48,485,6,2,0.4,4,0,Master,Business,Married,0
41,23084,19635,60,347,20,13,0.25,5,0,High School,Home,Single,0
27,115865,5671,12,685,14,12,0.62,2,0,Bachelor,Business,Married,1
40,96646,38545,24,507,23,3,0.35,8,0,Bachelor,Business,Single,0
26,20731,59079,12,456,1,5,0.33,0,0,Master,Home,Married,1
24,21129,31855,12,524,23,14,0.24,5,1,Bachelor,Business,Single,0
22,48022,40790,48,443,27,3,0.25,5,1,PhD,Business,Married,1
59,21605,56012,60,718,26,10,0.36,7,0,Bachelor,Personal,Single,0
36,97506,19260,12,410,1,9,0.23,4,0,PhD,Home,Single,0
55,129241,70139,12,764,9,10,0.59,8,0,Master,Personal,Married,0
56,64130,6074,24,431,4,4,0.31,8,1,Bachelor,Medical,Single,1
46,49265,47676,60,633,26,7,0.23,1,1,Bachelor,Business,Divorced,0
45,52330,14475,60,374,28,4,0.14,4,0,Bachelor,Personal,Married,0
33,88469,83414,12,711,3,3,0.45,6,0,Master,Personal,Married,0
39,35187,20120,60,818,14,10,0.07,1,0,Bachelor,Home,Single,0
36,45791,28147,24,335,12,1,0.32,6,0,Bachelor,Education,Married,1
37,110436,6986,24,522,16,14,0.38,8,0,Bachelor,Education,Single,0
48,90610,37430,24,829,20,12,0.25,7,1,Bachelor,Business,Married,0
29,132341,60479,48,540,22,9,0.5,9,0,High School,Personal,Single,1
46,111962,87966,12,433,0,13,0.46,8,0,High School,Education,Single,0
38,59867,7176,60,690,17,11,0.63,3,1,High School,Education,Single,0
50,136178,89258,24,401,27,1,0.36,7,0,High School,Education,Divorced,1
29,20893,89153,12,797,14,11,0.37,8,1,Bachelor,Business,Married,0
36,119694,66918,12,810,13,13,0.2,9,1,Master,Home,Single,1
48,39773,32115,48,836,8,1,0.28,1,1,Bachelor,Personal,Divorced,0
28,24239,82442,60,844,11,1,0.07,9,0,High School,Personal,Single,1
24,40863,45002,60,642,4,14,0.46,2,1,Bachelor,Home,Married,0
50,71415,62124,24,305,29,5,0.24,0,1,PhD,Education,Married,1
45,88968,11610,24,493,28,7,0.37,0,1,High School,Business,Married,0
24,120675,54752,12,436,22,7,0.2,9,0,PhD,Medical,Single,1
41,80430,83947,60,772,1,10,0.42,5,1,High School,Business,Married,0
36,139000,79716,60,515,22,1,0.32,0,1,High School,Personal,Married,0
46,21515,52993,24,648,22,6,0.34,4,0,Bachelor,Education,Single,1
51,117206,15073,36,482,6,9,0.62,5,0,Bachelor,Personal,Single,0
35,134210,42251,12,467,20,6,0.47,8,1,Master,Personal,Married,0
28,124630,76437,60,337,8,4,0.21,5,1,Master,Personal,Married,0
38,34605,43897,48,770,17,10,0.35,3,1,High School,Business,Married,0
41,76240,55906,48,751,3,9,0.33,0,0,Bachelor,Personal,Single,0
57,25586,56616,36,789,1,13,0.53,5,0,Bachelor,Medical,Single,0
30,121221,9482,24,441,23,3,0.55,6,0,Master,Education,Married,0
59,140419,95964,24,402,27,13,0.22,4,0,Bachelor,Personal,Married,1
43,142374,77936,24,341,26,10,0.54,5,0,High School,Education,Married,0
23,134205,44574,48,446,0,4,0.16,9,1,Bachelor,Medical,Married,1
45,51186,48284,24,365,24,4,0.51,7,1,PhD,Education,Married,1
29,46928,77932,48,492,11,4,0.2,0,0,High School,Personal,Single,0
32,118264,12338,36,597,12,6,0.23,7,1,High School,Personal,Single,0
34,103087,47718,12,337,13,13,0.56,1,0,High School,Medical,Married,1
38,142990,17500,60,801,4,11,0.3,1,1,Master,Personal,Single,0
29,107029,16545,36,727,26,11,0.64,7,1,High School,Personal,Divorced,0
42,40711,66480,48,651,27,7,0.14,1,0,High School,Education,Divorced,0
39,74962,10241,36,625,2,14,0.33,7,0,Bachelor,Personal,Married,0
51,40039,94314,60,337,27,9,0.49,4,1,High School,Home,Single,1
39,56561,27821,12,396,26,14,0.05,8,1,High School,Medical,Married,0
52,95483,9695,60,407,3,11,0.14,8,1,Bachelor,Education,Married,0
59,117871,82066,48,450,16,3,0.06,7,1,Bachelor,Medical,Married,0
53,101395,19318,60,373,18,8,0.65,8,0,High School,Business,Single,0
32,108658,55934,36,356,10,8,0.51,6,1,High School,Medical,Married,0
46,21577,27331,24,634,7,1,0.27,7,0,Bachelor,Education,Married,0
54,127792,57672,36,551,11,5,0.14,5,1,Master,Personal,Single,0
59,48350,96891,48,553,17,13,0.1,8,0,Bachelor,Home,Single,0
62,136908,81860,12,684,17,10,0.37,1,0,Bachelor,Medical,Married,0
29,127468,98685,60,755,8,5,0.64,2,0,High School,Home,Single,0
32,53798,73754,12,558,4,12,0.45,1,1,High School,Education,Single,0
43,117434,90677,48,764,20,8,0.27,5,1,Master,Business,Single,0
45,101417,7837,60,333,16,8,0.35,2,0,High School,Personal,Divorced,0
62,30785,45077,36,794,12,12,0.65,0,1,Bachelor,Personal,Single,0
38,92227,84915,36,625,5,2,0.36,3,0,Master,Personal,Single,0
33,138680,9239,48,537,23,3,0.63,4,0,Bachelor,Personal,Single,0
53,81957,91348,60,840,21,2,0.06,3,0,Master,Education,Married,0
36,85431,34669,36,765,13,1,0.48,5,0,Bachelor,Education,Married,0
37,37297,53624,48,603,14,2,0.43,2,0,High School,Business,Married,0
43,91894,80147,48,416,22,10,0.46,9,1,PhD,Business,Married,1
49,136869,9150,12,506,13,6,0.39,5,0,Master,Business,Married,0
41,83772,16109,36,780,3,12,0.08,9,1,High School,Education,Married,0
54,39581,31016,60,702,17,1,0.14,0,1,Master,Home,Married,0
31,75192,16936,36,532,0,6,0.6,5,1,Bachelor,Education,Single,1
61,21462,16036,36,583,11,1,0.19,7,0,Bachelor,Personal,Married,0
53,148848,44236,36,779,21,2,0.65,9,1,High School,Business,Single,0
54,84173,19021,48,308,8,8,0.46,7,1,Bachelor,Medical,Divorced,0
23,35511,41943,24,678,9,14,0.32,0,1,High School,Business,Married,0
54,96106,86007,24,680,20,6,0.6,6,1,Bachelor,Home,Married,0
54,68665,55016,12,659,27,9,0.53,9,0,High School,Personal,Married,0
62,64414,28244,36,475,17,1,0.31,9,1,Bachelor,Personal,Married,0
34,101010,68027,24,784,16,5,0.09,3,1,Bachelor,Personal,Married,0
51,92573,43985,12,704,18,7,0.57,5,0,Master,Medical,Married,0
54,113665,6502,48,332,3,9,0.51,5,1,High School,Business,Single,0
34,127803,58836,36,764,15,14,0.52,4,1,Master,Personal,Single,0
47,139682,8770,60,456,6,11,0.5,9,1,Bachelor,Personal,Single,0
43,33386,47865,48,501,8,9,0.22,8,1,Master,Business,Single,0
60,144069,58811,12,474,7,4,0.57,9,1,Bachelor,Home,Divorced,0
23,74460,9001,48,543,24,13,0.05,7,0,Master,Business,Married,1
59,26221,65848,60,568,6,4,0.19,5,1,Bachelor,Personal,Single,0
60,43474,57635,48,745,9,4,0.08,3,1,Bachelor,Business,Single,0
47,126073,25946,12,373,7,3,0.12,3,0,High School,Business,Married,0
36,135375,71134,60,395,23,8,0.37,8,1,PhD,Education,Married,0
55,132660,96103,60,472,16,5,0.07,3,1,Master,Business,Married,0
63,41045,97044,48,705,11,7,0.16,6,1,Bachelor,Education,Married,0
61,111319,48744,60,454,13,10,0.19,5,0,High School,Home,Divorced,0
32,136582,44159,48,482,11,6,0.44,1,1,Master,Personal,Single,0
24,125693,28671,36,622,24,14,0.33,4,1,PhD,Medical,Single,1
27,24922,21450,60,588,1,9,0.33,2,1,High School,Home,Divorced,1
30,131943,19908,48,557,11,14,0.51,8,1,Master,Business,Single,0
27,42706,62275,36,473,26,3,0.32,9,1,High School,Personal,Single,0
30,62771,49358,60,629,13,6,0.26,0,0,PhD,Medical,Single,0
60,72335,54047,36,530,6,3,0.63,9,1,Bachelor,Education,Married,0
52,118015,40518,60,460,28,2,0.05,3,0,High School,Personal,Single,0
53,72949,62813,12,485,25,3,0.23,3,1,High School,Business,Divorced,1
62,90714,11806,12,442,25,2,0.42,8,1,Bachelor,Education,Divorced,0
33,115558,45891,48,581,12,2,0.52,0,1,Bachelor,Personal,Married,0
29,35240,88551,24,326,20,10,0.54,1,0,Master,Education,Single,1
29,111756,44220,12,545,3,11,0.08,0,0,Master,Education,Divorced,0
49,122272,22158,24,786,0,7,0.48,0,1,Bachelor,Medical,Married,0
41,22716,85992,36,501,16,10,0.48,0,1,Master,Education,Single,1
28,36574,32588,36,320,2,3,0.18,2,0,Bachelor,Education,Single,1
32,131815,67576,24,393,29,8,0.12,3,0,Master,Education,Married,0
41,103255,93027,48,307,16,13,0.5,9,0,Master,Personal,Married,0
37,93717,29188,60,771,7,2,0.2,1,1,Master,Medical,Single,0
25,131299,97615,24,638,2,11,0.05,0,0,High School,Education,Married,0
27,64066,63830,24,558,26,11,0.18,4,0,Bachelor,Medical,Divorced,0
43,135066,9019,24,354,9,7,0.07,5,0,Bachelor,Medical,Single,0
47,81826,17419,24,847,1,3,0.2,1,0,Bachelor,Education,Single,0
24,40213,38697,24,305,21,9,0.25,2,1,Bachelor,Personal,Divorced,0
62,91916,89932,48,676,3,7,0.21,9,0,Master,Home,Single,0
63,86151,12973,12,349,28,9,0.6,2,0,High School,Business,Divorced,0
35,148518,91649,60,411,28,2,0.19,1,1,Bachelor,Home,Married,0
32,137018,16136,12,445,13,6,0.33,3,0,High School,Business,Single,0
39,149024,89739,24,529,10,5,0.62,4,1,High School,Personal,Single,0
33,70906,67502,12,796,13,14,0.58,7,0,Bachelor,Medical,Single,0
44,20463,36285,48,605,12,2,0.24,5,1,High School,Medical,Single,0
33,51973,28039,36,841,26,4,0.25,8,0,High School,Medical,Married,0
34,94694,71720,12,760,28,4,0.41,2,1,Bachelor,Personal,Married,0
46,40651,93263,60,525,3,8,0.6,9,1,High School,Medical,Married,0
40,88694,64155,48,358,1,13,0.06,8,1,High School,Education,Married,0
57,40008,21911,36,375,1,7,0.29,3,1,Master,Business,Married,0
29,131738,5916,48,727,10,13,0.56,7,1,Master,Home,Divorced,1
50,90474,64052,24,431,21,5,0.3,9,1,High School,Education,Married,0
53,58185,74110,36,797,4,9,0.48,6,0,High School,Personal,Divorced,0
39,107924,22790,60,604,8,1,0.47,6,1,PhD,Business,Single,0
27,94417,88161,36,366,19,4,0.17,8,1,High School,Education,Married,0
39,145502,10206,60,529,20,5,0.32,9,1,Bachelor,Medical,Married,0
40,91139,90053,24,632,16,8,0.39,1,1,Bachelor,Personal,Divorced,0
43,54980,54950,60,576,11,3,0.48,4,0,Master,Medical,Married,0
58,42504,61361,48,443,27,14,0.54,2,1,PhD,Medical,Single,0
53,74970,66451,12,550,17,12,0.51,6,0,Bachelor,Personal,Single,0
62,36766,42696,48,379,2,5,0.07,2,1,Bachelor,Personal,Single,0
